arrival_time,service_start_time,service_end_time,date,time_taken
2024-01-01 00:40:31.304609880,2024-01-01 00:40:31.304609880,2024-01-01 00:40:52.560511740,2024-01-01,21.25590186
2024-01-01 00:40:54.008082840,2024-01-01 00:40:54.008082840,2024-01-01 00:41:00.391799820,2024-01-01,6.38371698
2024-01-01 00:41:06.869842260,2024-01-01 00:41:06.869842260,2024-01-01 00:42:07.132930380,2024-01-01,60.26308812
2024-01-01 00:41:16.950373920,2024-01-01 00:41:16.950373920,2024-01-01 00:41:20.225659560,2024-01-01,3.27528564
2024-01-01 00:41:18.130658700,2024-01-01 00:41:18.130658700,2024-01-01 00:41:29.455128180,2024-01-01,11.32446948
2024-01-01 00:41:23.631654360,2024-01-01 00:41:23.631654360,2024-01-01 00:42:21.143023020,2024-01-01,57.51136866
2024-01-01 00:41:27.329576160,2024-01-01 00:41:27.329576160,2024-01-01 00:41:38.214719040,2024-01-01,10.88514288
2024-01-01 00:41:30.685978560,2024-01-01 00:41:30.685978560,2024-01-01 00:41:51.037278900,2024-01-01,20.35130034
2024-01-01 00:42:14.033691480,2024-01-01 00:42:14.033691480,2024-01-01 00:42:24.170177520,2024-01-01,10.13648604
2024-01-01 00:42:20.026341420,2024-01-01 00:42:20.026341420,2024-01-01 00:42:26.436376020,2024-01-01,6.4100346
2024-01-01 00:42:46.739003940,2024-01-01 00:42:46.739003940,2024-01-01 00:44:09.414414540,2024-01-01,82.6754106
2024-01-01 00:42:58.707016560,2024-01-01 00:42:58.707016560,2024-01-01 00:43:09.237108060,2024-01-01,10.5300915
2024-01-01 00:43:17.712919620,2024-01-01 00:43:17.712919620,2024-01-01 00:44:02.617969740,2024-01-01,44.90505012
2024-01-01 00:43:26.094143520,2024-01-01 00:43:26.094143520,2024-01-01 00:43:31.320259740,2024-01-01,5.22611622
2024-01-01 00:43:36.416014320,2024-01-01 00:43:36.416014320,2024-01-01 00:43:41.209215960,2024-01-01,4.79320164
2024-01-01 00:43:44.555535540,2024-01-01 00:43:44.555535540,2024-01-01 00:43:45.188116500,2024-01-01,0.63258096
2024-01-01 00:43:47.162114280,2024-01-01 00:43:47.162114280,2024-01-01 00:44:08.254031460,2024-01-01,21.09191718
2024-01-01 00:44:02.543255940,2024-01-01 00:44:02.543255940,2024-01-01 00:44:11.737237020,2024-01-01,9.19398108
2024-01-01 00:44:06.498184320,2024-01-01 00:44:06.498184320,2024-01-01 00:44:46.452945480,2024-01-01,39.95476116
2024-01-01 00:44:06.793582140,2024-01-01 00:44:06.793582140,2024-01-01 00:44:19.612644420,2024-01-01,12.81906228
2024-01-01 00:44:19.237207560,2024-01-01 00:44:19.237207560,2024-01-01 00:45:28.198854360,2024-01-01,68.9616468
2024-01-01 00:44:21.576410400,2024-01-01 00:44:21.576410400,2024-01-01 00:44:25.680653940,2024-01-01,4.10424354
2024-01-01 00:44:55.429408140,2024-01-01 00:44:55.429408140,2024-01-01 00:45:36.023118240,2024-01-01,40.5937101
2024-01-01 00:45:32.360157119,2024-01-01 00:45:32.360157119,2024-01-01 00:46:02.335703219,2024-01-01,29.9755461
2024-01-01 00:46:01.922275740,2024-01-01 00:46:01.922275740,2024-01-01 00:46:31.396116600,2024-01-01,29.47384086
2024-01-01 00:46:07.469724480,2024-01-01 00:46:07.469724480,2024-01-01 00:46:44.728376700,2024-01-01,37.25865222
2024-01-01 00:46:07.656652259,2024-01-01 00:46:07.656652259,2024-01-01 00:46:36.284494499,2024-01-01,28.62784224
2024-01-01 00:46:39.282933780,2024-01-01 00:46:39.282933780,2024-01-01 00:46:58.964708760,2024-01-01,19.68177498
2024-01-01 00:46:45.990193080,2024-01-01 00:46:45.990193080,2024-01-01 00:46:48.804072780,2024-01-01,2.8138797
2024-01-01 00:47:26.800297260,2024-01-01 00:47:26.800297260,2024-01-01 00:47:27.461635500,2024-01-01,0.66133824
2024-01-01 00:48:06.565123020,2024-01-01 00:48:06.565123020,2024-01-01 00:48:57.292789080,2024-01-01,50.72766606
2024-01-01 00:48:29.573767200,2024-01-01 00:48:29.573767200,2024-01-01 00:48:48.749920980,2024-01-01,19.17615378
2024-01-01 00:48:33.759080040,2024-01-01 00:48:33.759080040,2024-01-01 00:49:05.604530819,2024-01-01,31.845450779
2024-01-01 00:48:39.594583200,2024-01-01 00:48:39.594583200,2024-01-01 00:48:52.731750420,2024-01-01,13.13716722
2024-01-01 00:49:02.451303060,2024-01-01 00:49:02.451303060,2024-01-01 00:49:04.946886360,2024-01-01,2.4955833
2024-01-01 00:49:07.025057820,2024-01-01 00:49:07.025057820,2024-01-01 00:49:09.699932820,2024-01-01,2.674875
2024-01-01 00:49:09.253681200,2024-01-01 00:49:09.253681200,2024-01-01 00:49:32.393257500,2024-01-01,23.1395763
2024-01-01 00:49:19.018525140,2024-01-01 00:49:19.018525140,2024-01-01 00:49:30.271639560,2024-01-01,11.25311442
2024-01-01 00:49:52.034046780,2024-01-01 00:49:52.034046780,2024-01-01 00:49:56.510040300,2024-01-01,4.47599352
2024-01-01 00:50:06.323953920,2024-01-01 00:50:06.323953920,2024-01-01 00:50:19.853474160,2024-01-01,13.52952024
2024-01-01 00:50:16.453302000,2024-01-01 00:50:16.453302000,2024-01-01 00:50:17.780563020,2024-01-01,1.32726102
2024-01-01 00:50:17.680040340,2024-01-01 00:50:17.680040340,2024-01-01 00:50:35.124148980,2024-01-01,17.44410864
2024-01-01 00:50:29.134408920,2024-01-01 00:50:29.134408920,2024-01-01 00:50:35.401064880,2024-01-01,6.26665596
2024-01-01 00:51:24.461245920,2024-01-01 00:51:24.461245920,2024-01-01 00:51:56.407391699,2024-01-01,31.946145779
2024-01-01 00:51:26.272292940,2024-01-01 00:51:26.272292940,2024-01-01 00:51:33.704060880,2024-01-01,7.43176794
2024-01-01 00:51:35.038236840,2024-01-01 00:51:35.038236840,2024-01-01 00:51:47.185707000,2024-01-01,12.14747016
2024-01-01 00:52:00.221540520,2024-01-01 00:52:00.221540520,2024-01-01 00:52:00.455312220,2024-01-01,0.2337717
2024-01-01 00:52:16.421951460,2024-01-01 00:52:16.421951460,2024-01-01 00:52:17.926055880,2024-01-01,1.50410442
2024-01-01 00:52:30.750844560,2024-01-01 00:52:30.750844560,2024-01-01 00:52:40.718694480,2024-01-01,9.96784992
2024-01-01 00:52:45.298295280,2024-01-01 00:52:45.298295280,2024-01-01 00:52:58.374472260,2024-01-01,13.07617698
2024-01-01 00:52:50.644203360,2024-01-01 00:52:50.644203360,2024-01-01 00:53:08.971045440,2024-01-01,18.32684208
2024-01-01 00:52:54.814948380,2024-01-01 00:52:54.814948380,2024-01-01 00:53:01.711642680,2024-01-01,6.8966943
2024-01-01 00:53:14.703442440,2024-01-01 00:53:14.703442440,2024-01-01 00:53:38.451124740,2024-01-01,23.7476823
2024-01-01 00:53:34.639380840,2024-01-01 00:53:34.639380840,2024-01-01 00:54:13.979130900,2024-01-01,39.33975006
2024-01-01 00:53:58.854781440,2024-01-01 00:53:58.854781440,2024-01-01 00:54:29.123794200,2024-01-01,30.26901276
2024-01-01 00:54:28.190172960,2024-01-01 00:54:28.190172960,2024-01-01 00:54:28.998673260,2024-01-01,0.8085003
2024-01-01 00:54:36.783291780,2024-01-01 00:54:36.783291780,2024-01-01 00:54:49.881328620,2024-01-01,13.09803684
2024-01-01 00:54:45.137504340,2024-01-01 00:54:45.137504340,2024-01-01 00:54:47.354575380,2024-01-01,2.21707104
2024-01-01 00:55:04.348903500,2024-01-01 00:55:04.348903500,2024-01-01 00:55:09.891529140,2024-01-01,5.54262564
2024-01-01 00:55:16.945532399,2024-01-01 00:55:16.945532399,2024-01-01 00:56:43.289185499,2024-01-01,86.3436531
2024-01-01 00:55:31.472140200,2024-01-01 00:55:31.472140200,2024-01-01 00:55:34.546718220,2024-01-01,3.07457802
2024-01-01 00:55:50.535573900,2024-01-01 00:55:50.535573900,2024-01-01 00:56:04.354093020,2024-01-01,13.81851912
2024-01-01 00:56:17.023455600,2024-01-01 00:56:17.023455600,2024-01-01 00:56:36.278304300,2024-01-01,19.2548487
2024-01-01 00:56:21.973244520,2024-01-01 00:56:21.973244520,2024-01-01 00:56:46.217710800,2024-01-01,24.24446628
2024-01-01 00:56:27.624485940,2024-01-01 00:56:27.624485940,2024-01-01 00:56:44.028134399,2024-01-01,16.403648459
2024-01-01 00:56:28.808838420,2024-01-01 00:56:28.808838420,2024-01-01 00:56:29.005216320,2024-01-01,0.1963779
2024-01-01 00:56:39.169806780,2024-01-01 00:56:39.169806780,2024-01-01 00:56:47.074003500,2024-01-01,7.90419672
2024-01-01 00:56:39.609055980,2024-01-01 00:56:39.609055980,2024-01-01 00:56:54.193317840,2024-01-01,14.58426186
2024-01-01 00:56:47.128339380,2024-01-01 00:56:47.128339380,2024-01-01 00:56:48.967717740,2024-01-01,1.83937836
2024-01-01 00:56:56.515874400,2024-01-01 00:56:56.515874400,2024-01-01 00:57:05.150832240,2024-01-01,8.63495784
2024-01-01 00:57:00.567442320,2024-01-01 00:57:00.567442320,2024-01-01 00:57:01.242779220,2024-01-01,0.6753369
2024-01-01 00:57:11.291032680,2024-01-01 00:57:11.291032680,2024-01-01 00:57:12.927786480,2024-01-01,1.6367538
2024-01-01 00:57:11.662733460,2024-01-01 00:57:11.662733460,2024-01-01 00:57:21.776950560,2024-01-01,10.1142171
2024-01-01 00:57:12.119495460,2024-01-01 00:57:12.119495460,2024-01-01 00:57:14.967265560,2024-01-01,2.8477701
2024-01-01 00:57:32.871711900,2024-01-01 00:57:32.871711900,2024-01-01 00:57:49.637059979,2024-01-01,16.765348079
2024-01-01 00:57:38.230732140,2024-01-01 00:57:38.230732140,2024-01-01 00:58:01.619903400,2024-01-01,23.38917126
2024-01-01 00:57:39.861400680,2024-01-01 00:57:39.861400680,2024-01-01 00:58:12.108915060,2024-01-01,32.24751438
2024-01-01 00:57:48.725243700,2024-01-01 00:57:48.725243700,2024-01-01 00:57:53.191871160,2024-01-01,4.46662746
2024-01-01 00:58:06.361018980,2024-01-01 00:58:06.361018980,2024-01-01 00:58:10.027041660,2024-01-01,3.66602268
2024-01-01 00:58:09.278435040,2024-01-01 00:58:09.278435040,2024-01-01 00:58:11.487411360,2024-01-01,2.20897632
2024-01-01 00:58:20.981070480,2024-01-01 00:58:20.981070480,2024-01-01 00:58:41.216752800,2024-01-01,20.23568232
2024-01-01 00:58:22.051602840,2024-01-01 00:58:22.051602840,2024-01-01 00:58:46.567501620,2024-01-01,24.51589878
2024-01-01 00:58:22.688383980,2024-01-01 00:58:22.688383980,2024-01-01 00:58:23.330298900,2024-01-01,0.64191492
2024-01-01 00:58:31.783291260,2024-01-01 00:58:31.783291260,2024-01-01 00:59:26.827172340,2024-01-01,55.04388108
2024-01-01 00:58:41.118216540,2024-01-01 00:58:41.118216540,2024-01-01 00:58:42.185626260,2024-01-01,1.06740972
2024-01-01 00:58:53.292665940,2024-01-01 00:58:53.292665940,2024-01-01 00:59:08.879683680,2024-01-01,15.58701774
2024-01-01 00:59:08.832192720,2024-01-01 00:59:08.832192720,2024-01-01 00:59:33.524992800,2024-01-01,24.69280008
2024-01-01 00:59:53.514876780,2024-01-01 00:59:53.514876780,2024-01-01 01:00:34.468947840,2024-01-01,40.95407106
2024-01-01 01:00:02.230370220,2024-01-01 01:00:02.230370220,2024-01-01 01:00:27.271719660,2024-01-01,25.04134944
2024-01-01 01:00:06.910606800,2024-01-01 01:00:06.910606800,2024-01-01 01:00:39.272924280,2024-01-01,32.36231748
2024-01-01 01:00:25.938454560,2024-01-01 01:00:25.938454560,2024-01-01 01:00:34.232109539,2024-01-01,8.293654979
2024-01-01 01:00:29.728672140,2024-01-01 01:00:29.728672140,2024-01-01 01:01:03.457763520,2024-01-01,33.72909138
2024-01-01 01:00:36.664473300,2024-01-01 01:00:36.664473300,2024-01-01 01:00:38.334602280,2024-01-01,1.67012898
2024-01-01 01:00:37.644935340,2024-01-01 01:00:37.644935340,2024-01-01 01:01:22.685941740,2024-01-01,45.0410064
2024-01-01 01:00:37.953066660,2024-01-01 01:00:37.953066660,2024-01-01 01:00:53.816500320,2024-01-01,15.86343366
2024-01-01 01:01:17.401625760,2024-01-01 01:01:17.401625760,2024-01-01 01:01:51.399577980,2024-01-01,33.99795222
2024-01-01 01:01:39.094837440,2024-01-01 01:01:39.094837440,2024-01-01 01:01:51.136056900,2024-01-01,12.04121946
2024-01-01 01:01:53.382550260,2024-01-01 01:01:53.382550260,2024-01-01 01:02:14.015330280,2024-01-01,20.63278002
2024-01-01 01:01:59.692866000,2024-01-01 01:01:59.692866000,2024-01-01 01:02:14.640822300,2024-01-01,14.9479563
2024-01-01 01:02:01.976544420,2024-01-01 01:02:01.976544420,2024-01-01 01:02:28.281301140,2024-01-01,26.30475672
2024-01-01 01:02:04.017993300,2024-01-01 01:02:04.017993300,2024-01-01 01:02:05.721091320,2024-01-01,1.70309802
2024-01-01 01:02:07.474065180,2024-01-01 01:02:07.474065180,2024-01-01 01:02:08.719065780,2024-01-01,1.2450006
2024-01-01 01:02:17.035552980,2024-01-01 01:02:17.035552980,2024-01-01 01:02:22.712096160,2024-01-01,5.67654318
2024-01-01 01:02:32.081744400,2024-01-01 01:02:32.081744400,2024-01-01 01:02:35.557974120,2024-01-01,3.47622972
2024-01-01 01:02:45.034428600,2024-01-01 01:02:45.034428600,2024-01-01 01:03:26.115139740,2024-01-01,41.08071114
2024-01-01 01:02:48.975375720,2024-01-01 01:02:48.975375720,2024-01-01 01:02:53.924458860,2024-01-01,4.94908314
2024-01-01 01:03:26.152617720,2024-01-01 01:03:26.152617720,2024-01-01 01:04:40.634673900,2024-01-01,74.48205618
2024-01-01 01:03:42.220826580,2024-01-01 01:03:42.220826580,2024-01-01 01:03:50.437289040,2024-01-01,8.21646246
2024-01-01 01:03:51.919592340,2024-01-01 01:03:51.919592340,2024-01-01 01:03:55.940334420,2024-01-01,4.02074208
2024-01-01 01:04:03.271958040,2024-01-01 01:04:03.271958040,2024-01-01 01:04:34.456219980,2024-01-01,31.18426194
2024-01-01 01:04:09.800412420,2024-01-01 01:04:09.800412420,2024-01-01 01:04:31.300736520,2024-01-01,21.5003241
2024-01-01 01:04:13.216347900,2024-01-01 01:04:13.216347900,2024-01-01 01:04:27.007250100,2024-01-01,13.7909022
2024-01-01 01:04:18.496517460,2024-01-01 01:04:18.496517460,2024-01-01 01:04:34.706483460,2024-01-01,16.209966
2024-01-01 01:04:35.514699660,2024-01-01 01:04:35.514699660,2024-01-01 01:05:00.917078460,2024-01-01,25.4023788
2024-01-01 01:04:35.688676620,2024-01-01 01:04:35.688676620,2024-01-01 01:04:40.875875520,2024-01-01,5.1871989
2024-01-01 01:04:37.169241300,2024-01-01 01:04:37.169241300,2024-01-01 01:06:29.341865940,2024-01-01,112.17262464
2024-01-01 01:04:37.734373860,2024-01-01 01:04:37.734373860,2024-01-01 01:05:51.347173440,2024-01-01,73.61279958
2024-01-01 01:04:38.233351260,2024-01-01 01:04:38.233351260,2024-01-01 01:04:59.248413060,2024-01-01,21.0150618
2024-01-01 01:05:01.443787680,2024-01-01 01:05:01.443787680,2024-01-01 01:05:05.895223260,2024-01-01,4.45143558
2024-01-01 01:05:16.038675000,2024-01-01 01:05:16.038675000,2024-01-01 01:05:38.841630900,2024-01-01,22.8029559
2024-01-01 01:05:23.752090140,2024-01-01 01:05:23.752090140,2024-01-01 01:05:25.250837580,2024-01-01,1.49874744
2024-01-01 01:05:24.987573180,2024-01-01 01:05:24.987573180,2024-01-01 01:05:25.610215500,2024-01-01,0.62264232
2024-01-01 01:05:33.105788760,2024-01-01 01:05:33.105788760,2024-01-01 01:05:39.065363820,2024-01-01,5.95957506
2024-01-01 01:05:40.803192720,2024-01-01 01:05:40.803192720,2024-01-01 01:05:53.224298760,2024-01-01,12.42110604
2024-01-01 01:05:43.085529300,2024-01-01 01:05:43.085529300,2024-01-01 01:06:23.625927780,2024-01-01,40.54039848
2024-01-01 01:05:49.912318860,2024-01-01 01:05:49.912318860,2024-01-01 01:06:15.890378460,2024-01-01,25.9780596
2024-01-01 01:05:56.012358240,2024-01-01 01:05:56.012358240,2024-01-01 01:06:23.163116340,2024-01-01,27.1507581
2024-01-01 01:06:07.493027400,2024-01-01 01:06:07.493027400,2024-01-01 01:06:18.577899000,2024-01-01,11.0848716
2024-01-01 01:06:19.590401880,2024-01-01 01:06:19.590401880,2024-01-01 01:06:28.081372560,2024-01-01,8.49097068
2024-01-01 01:06:20.146749720,2024-01-01 01:06:20.146749720,2024-01-01 01:06:29.420462760,2024-01-01,9.27371304
2024-01-01 01:06:25.779357780,2024-01-01 01:06:25.779357780,2024-01-01 01:07:53.660635620,2024-01-01,87.88127784
2024-01-01 01:06:37.576857720,2024-01-01 01:06:37.576857720,2024-01-01 01:06:38.395572540,2024-01-01,0.81871482
2024-01-01 01:06:45.970131180,2024-01-01 01:06:45.970131180,2024-01-01 01:07:26.322991020,2024-01-01,40.35285984
2024-01-01 01:07:09.266324640,2024-01-01 01:07:09.266324640,2024-01-01 01:07:26.553359460,2024-01-01,17.28703482
2024-01-01 01:07:22.166021760,2024-01-01 01:07:22.166021760,2024-01-01 01:07:33.713003400,2024-01-01,11.54698164
2024-01-01 01:07:24.300256200,2024-01-01 01:07:24.300256200,2024-01-01 01:07:50.138687520,2024-01-01,25.83843132
2024-01-01 01:07:25.178445420,2024-01-01 01:07:25.178445420,2024-01-01 01:07:38.515131480,2024-01-01,13.33668606
2024-01-01 01:07:37.519175220,2024-01-01 01:07:37.519175220,2024-01-01 01:08:18.857302020,2024-01-01,41.3381268
2024-01-01 01:07:37.841604060,2024-01-01 01:07:37.841604060,2024-01-01 01:08:24.034173660,2024-01-01,46.1925696
2024-01-01 01:07:48.417772620,2024-01-01 01:07:48.417772620,2024-01-01 01:07:59.371746660,2024-01-01,10.95397404
2024-01-01 01:08:22.224838080,2024-01-01 01:08:22.224838080,2024-01-01 01:08:28.706996220,2024-01-01,6.48215814
2024-01-01 01:08:32.506227420,2024-01-01 01:08:32.506227420,2024-01-01 01:08:50.453169840,2024-01-01,17.94694242
2024-01-01 01:08:38.401835760,2024-01-01 01:08:38.401835760,2024-01-01 01:09:27.092954580,2024-01-01,48.69111882
2024-01-01 01:08:50.771761620,2024-01-01 01:08:50.771761620,2024-01-01 01:08:55.502979600,2024-01-01,4.73121798
2024-01-01 01:08:58.127233320,2024-01-01 01:08:58.127233320,2024-01-01 01:09:17.635662480,2024-01-01,19.50842916
2024-01-01 01:09:07.593005640,2024-01-01 01:09:07.593005640,2024-01-01 01:09:27.562565640,2024-01-01,19.96956
2024-01-01 01:09:41.650531380,2024-01-01 01:09:41.650531380,2024-01-01 01:10:08.069131680,2024-01-01,26.4186003
2024-01-01 01:09:47.505661740,2024-01-01 01:09:47.505661740,2024-01-01 01:09:50.326974360,2024-01-01,2.82131262
2024-01-01 01:10:26.494764060,2024-01-01 01:10:26.494764060,2024-01-01 01:10:51.658062240,2024-01-01,25.16329818
2024-01-01 01:10:54.785678280,2024-01-01 01:10:54.785678280,2024-01-01 01:11:42.730742400,2024-01-01,47.94506412
2024-01-01 01:10:57.400433400,2024-01-01 01:10:57.400433400,2024-01-01 01:11:01.361724600,2024-01-01,3.9612912
2024-01-01 01:10:58.263043260,2024-01-01 01:10:58.263043260,2024-01-01 01:11:03.687235080,2024-01-01,5.42419182
2024-01-01 01:10:59.537747280,2024-01-01 01:10:59.537747280,2024-01-01 01:12:10.621288080,2024-01-01,71.0835408
2024-01-01 01:10:59.758425960,2024-01-01 01:10:59.758425960,2024-01-01 01:11:03.751287059,2024-01-01,3.992861099
2024-01-01 01:11:00.948886080,2024-01-01 01:11:00.948886080,2024-01-01 01:11:39.484681440,2024-01-01,38.53579536
2024-01-01 01:11:14.735384580,2024-01-01 01:11:14.735384580,2024-01-01 01:11:28.291803420,2024-01-01,13.55641884
2024-01-01 01:11:15.621580080,2024-01-01 01:11:15.621580080,2024-01-01 01:11:21.301519500,2024-01-01,5.67993942
2024-01-01 01:11:20.231466360,2024-01-01 01:11:20.231466360,2024-01-01 01:12:01.151586420,2024-01-01,40.92012006
2024-01-01 01:11:42.593778840,2024-01-01 01:11:42.593778840,2024-01-01 01:11:54.380525340,2024-01-01,11.7867465
2024-01-01 01:11:42.876342840,2024-01-01 01:11:42.876342840,2024-01-01 01:11:57.340940220,2024-01-01,14.46459738
2024-01-01 01:12:03.090708900,2024-01-01 01:12:03.090708900,2024-01-01 01:12:11.992508100,2024-01-01,8.9017992
2024-01-01 01:12:07.063710540,2024-01-01 01:12:07.063710540,2024-01-01 01:12:25.040137380,2024-01-01,17.97642684
2024-01-01 01:12:08.572711980,2024-01-01 01:12:08.572711980,2024-01-01 01:12:12.143857920,2024-01-01,3.57114594
2024-01-01 01:12:22.890576840,2024-01-01 01:12:22.890576840,2024-01-01 01:12:32.811994980,2024-01-01,9.92141814
2024-01-01 01:12:34.787367000,2024-01-01 01:12:34.787367000,2024-01-01 01:13:44.530527840,2024-01-01,69.74316084
2024-01-01 01:12:59.980356780,2024-01-01 01:12:59.980356780,2024-01-01 01:13:05.952074400,2024-01-01,5.97171762
2024-01-01 01:13:15.919879679,2024-01-01 01:13:15.919879679,2024-01-01 01:13:37.305027359,2024-01-01,21.38514768
2024-01-01 01:13:35.443829400,2024-01-01 01:13:35.443829400,2024-01-01 01:13:43.310313480,2024-01-01,7.86648408
2024-01-01 01:13:39.419835720,2024-01-01 01:13:39.419835720,2024-01-01 01:14:09.117669540,2024-01-01,29.69783382
2024-01-01 01:13:41.763835260,2024-01-01 01:13:41.763835260,2024-01-01 01:13:44.569170840,2024-01-01,2.80533558
2024-01-01 01:13:58.428912000,2024-01-01 01:13:58.428912000,2024-01-01 01:15:08.441121060,2024-01-01,70.01220906
2024-01-01 01:14:18.159422220,2024-01-01 01:14:18.159422220,2024-01-01 01:14:30.254440680,2024-01-01,12.09501846
2024-01-01 01:15:14.043480900,2024-01-01 01:15:14.043480900,2024-01-01 01:15:19.428551760,2024-01-01,5.38507086
2024-01-01 01:15:20.428433160,2024-01-01 01:15:20.428433160,2024-01-01 01:15:21.955187640,2024-01-01,1.52675448
2024-01-01 01:15:26.011360080,2024-01-01 01:15:26.011360080,2024-01-01 01:15:29.732118900,2024-01-01,3.72075882
2024-01-01 01:15:43.986814140,2024-01-01 01:15:43.986814140,2024-01-01 01:15:58.656781020,2024-01-01,14.66996688
2024-01-01 01:15:48.987618180,2024-01-01 01:15:48.987618180,2024-01-01 01:15:57.207319799,2024-01-01,8.219701619
2024-01-01 01:16:21.029273280,2024-01-01 01:16:21.029273280,2024-01-01 01:16:56.337470940,2024-01-01,35.30819766
2024-01-01 01:16:44.487343140,2024-01-01 01:16:44.487343140,2024-01-01 01:16:55.760886960,2024-01-01,11.27354382
2024-01-01 01:16:51.211610460,2024-01-01 01:16:51.211610460,2024-01-01 01:16:56.930995200,2024-01-01,5.71938474
2024-01-01 01:17:07.889027099,2024-01-01 01:17:07.889027099,2024-01-01 01:17:27.091005419,2024-01-01,19.20197832
2024-01-01 01:17:24.744622920,2024-01-01 01:17:24.744622920,2024-01-01 01:17:49.281075060,2024-01-01,24.53645214
2024-01-01 01:17:26.050673160,2024-01-01 01:17:26.050673160,2024-01-01 01:17:29.706112140,2024-01-01,3.65543898
2024-01-01 01:17:53.992021320,2024-01-01 01:17:53.992021320,2024-01-01 01:17:57.661326720,2024-01-01,3.6693054
2024-01-01 01:18:02.436511200,2024-01-01 01:18:02.436511200,2024-01-01 01:18:03.183725760,2024-01-01,0.74721456
2024-01-01 01:18:23.452501860,2024-01-01 01:18:23.452501860,2024-01-01 01:18:50.119104300,2024-01-01,26.66660244
2024-01-01 01:18:28.081327020,2024-01-01 01:18:28.081327020,2024-01-01 01:18:49.882577520,2024-01-01,21.8012505
2024-01-01 01:18:55.186813200,2024-01-01 01:18:55.186813200,2024-01-01 01:19:08.059896600,2024-01-01,12.8730834
2024-01-01 01:19:01.102674600,2024-01-01 01:19:01.102674600,2024-01-01 01:19:38.282524440,2024-01-01,37.17984984
2024-01-01 01:19:01.233436320,2024-01-01 01:19:01.233436320,2024-01-01 01:19:33.997402740,2024-01-01,32.76396642
2024-01-01 01:19:29.528323860,2024-01-01 01:19:29.528323860,2024-01-01 01:19:47.134944120,2024-01-01,17.60662026
2024-01-01 01:19:30.677031180,2024-01-01 01:19:30.677031180,2024-01-01 01:20:11.217243720,2024-01-01,40.54021254
2024-01-01 01:19:35.292874800,2024-01-01 01:19:35.292874800,2024-01-01 01:19:39.902311800,2024-01-01,4.609437
2024-01-01 01:20:11.256543420,2024-01-01 01:20:11.256543420,2024-01-01 01:20:13.630403820,2024-01-01,2.3738604
2024-01-01 01:20:47.351937900,2024-01-01 01:20:47.351937900,2024-01-01 01:20:53.639294040,2024-01-01,6.28735614
2024-01-01 01:20:57.575905380,2024-01-01 01:20:57.575905380,2024-01-01 01:20:58.751527500,2024-01-01,1.17562212
2024-01-01 01:21:09.566666340,2024-01-01 01:21:09.566666340,2024-01-01 01:21:24.716947200,2024-01-01,15.15028086
2024-01-01 01:21:16.706842320,2024-01-01 01:21:16.706842320,2024-01-01 01:22:11.874466440,2024-01-01,55.16762412
2024-01-01 01:21:20.871115620,2024-01-01 01:21:20.871115620,2024-01-01 01:21:21.673883940,2024-01-01,0.80276832
2024-01-01 01:21:25.652951640,2024-01-01 01:21:25.652951640,2024-01-01 01:21:28.257629220,2024-01-01,2.60467758
2024-01-01 01:21:39.048834600,2024-01-01 01:21:39.048834600,2024-01-01 01:21:51.085699560,2024-01-01,12.03686496
2024-01-01 01:21:55.798889100,2024-01-01 01:21:55.798889100,2024-01-01 01:22:50.123062200,2024-01-01,54.3241731
2024-01-01 01:22:14.617234080,2024-01-01 01:22:14.617234080,2024-01-01 01:22:22.217746320,2024-01-01,7.60051224
2024-01-01 01:22:33.323206500,2024-01-01 01:22:33.323206500,2024-01-01 01:22:47.477656560,2024-01-01,14.15445006
2024-01-01 01:22:34.470849840,2024-01-01 01:22:34.470849840,2024-01-01 01:22:35.320084500,2024-01-01,0.84923466
2024-01-01 01:22:42.655444980,2024-01-01 01:22:42.655444980,2024-01-01 01:22:45.866878020,2024-01-01,3.21143304
2024-01-01 01:22:43.366825440,2024-01-01 01:22:43.366825440,2024-01-01 01:24:09.661847160,2024-01-01,86.29502172
2024-01-01 01:22:52.936361280,2024-01-01 01:22:52.936361280,2024-01-01 01:24:00.052447440,2024-01-01,67.11608616
2024-01-01 01:22:59.927024580,2024-01-01 01:22:59.927024580,2024-01-01 01:23:00.026069040,2024-01-01,0.09904446
2024-01-01 01:23:26.166448500,2024-01-01 01:23:26.166448500,2024-01-01 01:24:26.819264460,2024-01-01,60.65281596
2024-01-01 01:23:31.352747940,2024-01-01 01:23:31.352747940,2024-01-01 01:23:51.736940220,2024-01-01,20.38419228
2024-01-01 01:23:32.846819700,2024-01-01 01:23:32.846819700,2024-01-01 01:24:13.333511040,2024-01-01,40.48669134
2024-01-01 01:23:34.698511560,2024-01-01 01:23:34.698511560,2024-01-01 01:23:46.828356960,2024-01-01,12.1298454
2024-01-01 01:23:51.899678100,2024-01-01 01:23:51.899678100,2024-01-01 01:24:06.396399480,2024-01-01,14.49672138
2024-01-01 01:24:03.454546260,2024-01-01 01:24:03.454546260,2024-01-01 01:24:16.876256280,2024-01-01,13.42171002
2024-01-01 01:24:04.733850840,2024-01-01 01:24:04.733850840,2024-01-01 01:24:26.717955600,2024-01-01,21.98410476
2024-01-01 01:24:05.788117080,2024-01-01 01:24:05.788117080,2024-01-01 01:24:08.796466140,2024-01-01,3.00834906
2024-01-01 01:24:20.274618720,2024-01-01 01:24:20.274618720,2024-01-01 01:24:20.883258360,2024-01-01,0.60863964
